  0,  0,  1
  0,  1,  2
  0,  2,  2
  0,  3,  1
  0,  4,  2
  0,  5,  1
  0,  6,  3
  0,  7,  4
  0,  8,  1
  0,  9,  2
  0, 10,  9
  0, 11, 21
  0, 12, 11
  0, 13,  6
  0, 14,  4
  0, 15,  1
  0, 16,  2
  0, 17,  2
  0, 18,  1
  0, 19,  2
  0, 20,  4
  0, 21,  3
  0, 22,  2
  0, 23,  2
  0, 24,  3
  0, 25,  1
  0, 26,  1
  0, 27,  2
  0, 28,  1
  0, 29,  1
  0, 30,  1
  0, 31,  0
  0, 32,  1
  0, 33,  0
  0, 34,  0
  0, 35,  1
  0, 36,  1
  0, 37,  0
  0, 38,  1
  0, 39,  2
  0, 40,  2
  0, 41,  3
  0, 42,  1
  0, 43,  1
  0, 44,  1
  0, 45,  0
  0, 46,  1
  0, 47,  2
  0, 48,  1
  0, 49,  1
  0, 50,  2
  0, 51,  4
  0, 52,  1
  0, 53,  2
  0, 54,  1
  0, 55,  3
  0, 56,  1
  0, 57,  1
  0, 58,  0
  0, 59,  1
  0, 60,  2
  0, 61,  3
  0, 62,  5
  0, 63,  7
  0, 64, 14
  0, 65,  8
  0, 66,  5
  0, 67,  4
  0, 68,  2
  0, 69,  2
  0, 70,  1
  0, 71,  1
  0, 72,  0
  0, 73,  1
  0, 74,  1
  0, 75,  0
  0, 76,  1
  0, 77,  2
  0, 78,  4
  0, 79, 15
  0, 80, 23
  0, 81,  5
  0, 82,  9
  0, 83, 48
  0, 84, 21
  0, 85,  9
  0, 86,  3
  0, 87,  1
  0, 88,  1
  0, 89,  0
  0, 90,  0
  0, 91,  0
  0, 92,  2
  0, 93,  0
  0, 94,  1
  0, 95,  2
  0, 96,  1
  0, 97,  1
  0, 98,  6
  0, 99, 25
  0,100, 26
  0,101, 47
  1,  0,  1
  1,  1,  2
  1,  2,  0
  1,  3,  1
  1,  4,  0
  1,  5,  0
  1,  6,  4
  1,  7,  7
  1,  8,  1
  1,  9,  4
  1, 10, 13
  1, 11, 19
  1, 12, 11
  1, 13,  4
  1, 14,  4
  1, 15,  1
  1, 16,  0
  1, 17,  1
  1, 18,  1
  1, 19,  2
  1, 20,  3
  1, 21,  4
  1, 22,  3
  1, 23,  1
  1, 24,  2
  1, 25,  1
  1, 26,  1
  1, 27,  1
  1, 28,  1
  1, 29,  0
  1, 30,  1
  1, 31,  1
  1, 32,  1
  1, 33,  0
  1, 34,  0
  1, 35,  0
  1, 36,  0
  1, 37,  0
  1, 38,  0
  1, 39,  1
  1, 40,  0
  1, 41,  0
  1, 42,  2
